ref_date,gender,empl,emplFull,emplPart,emplRate,labForce,participRate,population,unempl,unemplRate
2006-04,Women+,7682.1,5660.8,2021.3,58.1,8207.1,62.1,13223.8,525.0,6.4
2006-05,Men+,8733.9,7789.9,944.0,68.1,9329.2,72.7,12832.0,595.2,6.4
2006-05,Total - Gender,16450.4,13473.9,2976.5,63.1,17544.9,67.3,26074.9,1094.5,6.2
2006-05,Women+,7716.5,5684.0,2032.5,58.3,8215.7,62.0,13242.9,499.2,6.1
2006-06,Men+,8721.5,7748.4,973.1,67.9,9324.0,72.6,12848.1,602.6,6.5
2006-06,Total - Gender,16432.5,13421.1,3011.5,62.9,17538.7,67.2,26106.8,1106.1,6.3
2006-06,Women+,7711.0,5672.7,2038.3,58.2,8214.6,62.0,13258.7,503.6,6.1
2006-07,Men+,8716.9,7740.1,976.8,67.8,9344.2,72.6,12863.3,627.2,6.7
2006-07,Total - Gender,16440.4,13441.4,2999.1,62.9,17587.9,67.3,26139.1,1147.5,6.5
2006-07,Women+,7723.5,5701.2,2022.3,58.2,8243.8,62.1,13275.8,520.3,6.3
2006-08,Men+,8727.8,7762.2,965.6,67.8,9368.3,72.7,12881.8,640.5,6.8
2006-08,Total - Gender,16435.7,13482.8,2952.8,62.8,17584.7,67.2,26177.3,1149.0,6.5
2006-08,Women+,7707.9,5720.6,1987.3,58.0,8216.4,61.8,13295.6,508.6,6.2
2006-09,Men+,8731.8,7779.4,952.4,67.7,9390.9,72.8,12895.6,659.1,7.0
2006-09,Total - Gender,16468.0,13500.4,2967.6,62.8,17613.0,67.2,26206.5,1145.0,6.5
2006-09,Women+,7736.2,5721.0,2015.1,58.1,8222.0,61.8,13310.9,485.9,5.9
2006-10,Men+,8741.5,7793.3,948.2,67.7,9366.3,72.6,12908.8,624.8,6.7
2006-10,Total - Gender,16487.5,13505.6,2981.9,62.8,17605.4,67.1,26234.1,1117.8,6.3
2006-10,Women+,7746.1,5712.3,2033.8,58.1,8239.1,61.8,13325.3,493.0,6.0
2006-11,Men+,8733.6,7753.0,980.6,67.6,9384.8,72.6,12921.3,651.2,6.9
2006-11,Total - Gender,16487.5,13469.7,3017.8,62.8,17641.3,67.2,26260.8,1153.7,6.5
2006-11,Women+,7753.9,5716.7,2037.2,58.1,8256.4,61.9,13339.5,502.5,6.1
2006-12,Men+,8758.3,7785.7,972.7,67.7,9395.8,72.6,12933.2,637.4,6.8
2006-12,Total - Gender,16549.6,13512.9,3036.8,63.0,17671.4,67.2,26285.9,1121.8,6.3
2006-12,Women+,7791.3,5727.2,2064.1,58.3,8275.6,62.0,13352.7,484.4,5.9
2007-01,Men+,8798.2,7791.3,1006.9,68.0,9430.3,72.8,12946.6,632.1,6.7
2007-01,Total - Gender,16615.0,13546.8,3068.2,63.1,17743.5,67.4,26314.7,1128.5,6.4
2007-01,Women+,7816.8,5755.5,2061.3,58.5,8313.2,62.2,13368.1,496.4,6.0
2007-02,Men+,8804.5,7810.5,994.0,68.0,9429.4,72.8,12956.4,624.8,6.6
2007-02,Total - Gender,16636.4,13576.6,3059.8,63.2,17748.8,67.4,26335.5,1112.3,6.3
2007-02,Women+,7831.9,5766.1,2065.8,58.5,8319.4,62.2,13379.1,487.5,5.9
2007-03,Men+,8792.1,7799.2,992.9,67.8,9419.7,72.6,12968.0,627.6,6.7
2007-03,Total - Gender,16664.8,13575.9,3088.8,63.2,17783.7,67.5,26359.9,1118.9,6.3
2007-03,Women+,7872.7,5776.7,2095.9,58.8,8364.0,62.5,13391.9,491.4,5.9
2007-04,Men+,8805.3,7798.9,1006.4,67.8,9435.7,72.7,12982.9,630.4,6.7
2007-04,Total - Gender,16658.6,13573.2,3085.4,63.1,17775.4,67.4,26391.4,1116.9,6.3
2007-04,Women+,7853.3,5774.3,2079.0,58.6,8339.7,62.2,13408.5,486.4,5.8
2007-05,Men+,8828.8,7845.2,983.6,67.9,9436.5,72.6,12996.3,607.7,6.4
2007-05,Total - Gender,16682.1,13633.6,3048.5,63.1,17775.6,67.3,26419.3,1093.4,6.2
2007-05,Women+,7853.3,5788.4,2064.9,58.5,8339.0,62.1,13423.0,485.7,5.8
2007-06,Men+,8854.1,7880.3,973.8,68.1,9461.8,72.7,13011.0,607.7,6.4
2007-06,Total - Gender,16728.2,13716.2,3012.0,63.2,17822.3,67.4,26449.3,1094.1,6.1
2007-06,Women+,7874.1,5835.9,2038.2,58.6,8360.4,62.2,13438.3,486.4,5.8
2007-07,Men+,8874.7,7893.6,981.0,68.1,9463.1,72.6,13029.0,588.4,6.2
2007-07,Total - Gender,16796.2,13755.2,3041.0,63.4,17872.3,67.5,26486.5,1076.1,6.0
2007-07,Women+,7921.5,5861.6,2059.9,58.9,8409.2,62.5,13457.5,487.6,5.8
2007-08,Men+,8867.5,7879.5,988.0,68.0,9461.0,72.5,13044.0,593.5,6.3
2007-08,Total - Gender,16817.5,13748.0,3069.5,63.4,17886.2,67.5,26517.5,1068.7,6.0
2007-08,Women+,7949.9,5868.5,2081.5,59.0,8425.1,62.5,13473.5,475.2,5.6
2007-09,Men+,8879.8,7892.9,986.8,68.0,9464.9,72.5,13058.1,585.1,6.2
2007-09,Total - Gender,16836.2,13736.9,3099.3,63.4,17915.2,67.5,26547.0,1079.0,6.0
2007-09,Women+,7956.4,5843.9,2112.5,59.0,8450.3,62.6,13488.9,493.9,5.8
2007-10,Men+,8892.3,7886.8,1005.6,68.0,9509.5,72.7,13072.1,617.1,6.5
2007-10,Total - Gender,16883.7,13749.1,3134.6,63.5,17967.3,67.6,26576.0,1083.7,6.0
2007-10,Women+,7991.3,5862.3,2129.1,59.2,8457.9,62.6,13503.8,466.5,5.5
2007-11,Men+,8921.5,7894.7,1026.8,68.2,9536.5,72.9,13085.7,615.0,6.4
2007-11,Total - Gender,16904.8,13764.6,3140.2,63.5,18009.2,67.7,26603.7,1104.3,6.1
2007-11,Women+,7983.3,5870.0,2113.4,59.1,8472.7,62.7,13518.0,489.3,5.8
2007-12,Men+,8926.0,7900.6,1025.5,68.1,9556.3,73.0,13098.2,630.3,6.6
2007-12,Total - Gender,16907.1,13775.0,3132.1,63.5,18017.0,67.7,26629.2,1110.0,6.2
2007-12,Women+,7981.0,5874.4,2106.6,59.0,8460.7,62.5,13531.0,479.7,5.7
2008-01,Men+,8955.0,7961.5,993.5,68.3,9579.0,73.1,13112.4,624.0,6.5
2008-01,Total - Gender,16932.2,13829.0,3103.2,63.5,18039.4,67.7,26659.0,1107.2,6.1
2008-01,Women+,7977.3,5867.6,2109.7,58.9,8460.4,62.5,13546.6,483.1,5.7
2008-02,Men+,8967.0,7967.9,999.0,68.3,9581.3,73.0,13124.1,614.4,6.4
2008-02,Total - Gender,16967.5,13844.8,3122.7,63.6,18073.5,67.7,26683.2,1106.0,6.1
2008-02,Women+,8000.5,5876.9,2123.7,59.0,8492.2,62.6,13559.1,491.6,5.8
2008-03,Men+,8977.3,7971.5,1005.8,68.3,9603.6,73.1,13137.6,626.3,6.5
2008-03,Total - Gender,16972.1,13834.6,3137.5,63.5,18085.7,67.7,26710.7,1113.6,6.2
2008-03,Women+,7994.8,5863.0,2131.8,58.9,8482.1,62.5,13573.1,487.3,5.7
2008-04,Men+,8971.0,7980.7,990.3,68.2,9610.9,73.1,13154.1,639.9,6.7
2008-04,Total - Gender,16971.8,13846.5,3125.4,63.5,18089.5,67.6,26744.9,1117.7,6.2
2008-04,Women+,8000.8,5865.8,2135.0,58.9,8478.7,62.4,13590.8,477.8,5.6
2008-05,Men+,8956.4,7971.8,984.6,68.0,9582.3,72.8,13169.3,625.8,6.5
2008-05,Total - Gender,16986.8,13846.4,3140.4,63.4,18103.0,67.6,26775.5,1116.3,6.2
2008-05,Women+,8030.4,5874.6,2155.8,59.0,8520.8,62.6,13606.2,490.4,5.8
2008-06,Men+,8960.7,7940.4,1020.3,67.9,9605.0,72.8,13189.2,644.3,6.7
2008-06,Total - Gender,16996.2,13833.7,3162.5,63.4,18109.6,67.5,26816.1,1113.4,6.1
2008-06,Women+,8035.5,5893.3,2142.2,59.0,8504.6,62.4,13627.0,469.1,5.5
2008-07,Men+,8952.3,7925.4,1026.9,67.8,9585.7,72.6,13205.6,633.4,6.6
2008-07,Total - Gender,16980.9,13829.3,3151.6,63.2,18094.6,67.4,26849.8,1113.7,6.2
2008-07,Women+,8028.6,5903.9,2124.7,58.8,8508.9,62.4,13644.2,480.3,5.6
2008-08,Men+,8978.0,7946.6,1031.3,67.9,9603.6,72.6,13221.3,625.7,6.5
2008-08,Total - Gender,17003.3,13855.0,3148.3,63.3,18119.7,67.4,26881.7,1116.4,6.2
2008-08,Women+,8025.3,5908.3,2117.0,58.7,8516.1,62.3,13660.4,490.7,5.8
2008-09,Men+,9005.3,7910.4,1094.9,68.0,9669.3,73.0,13239.1,664.0,6.9
2008-09,Total - Gender,17025.4,13784.7,3240.8,63.2,18176.3,67.5,26918.4,1150.9,6.3
2008-09,Women+,8020.1,5874.3,2145.8,58.6,8507.0,62.2,13679.3,486.9,5.7
2008-10,Men+,9011.7,7919.6,1092.1,68.0,9684.5,73.1,13254.1,672.8,6.9
2008-10,Total - Gender,17070.5,13822.7,3247.8,63.3,18241.6,67.7,26948.5,1171.1,6.4
2008-10,Women+,8058.8,5903.2,2155.7,58.8,8557.1,62.5,13694.4,498.3,5.8
2008-11,Men+,8954.4,7897.9,1056.5,67.5,9662.1,72.8,13268.1,707.6,7.3
2008-11,Total - Gender,16982.7,13789.8,3192.9,63.0,18201.9,67.5,26976.8,1219.2,6.7
2008-11,Women+,8028.3,5891.9,2136.4,58.6,8539.8,62.3,13708.7,511.6,6.0
2008-12,Men+,8928.3,7883.5,1044.7,67.2,9653.5,72.7,13281.2,725.2,7.5
2008-12,Total - Gender,16972.3,13756.9,3215.4,62.9,18250.7,67.6,27003.2,1278.4,7.0
2008-12,Women+,8044.0,5873.3,2170.7,58.6,8597.2,62.7,13722.0,553.2,6.4
2009-01,Men+,8826.3,7776.9,1049.4,66.4,9641.2,72.5,13294.6,814.9,8.5
2009-01,Total - Gender,16824.7,13636.2,3188.5,62.2,18196.4,67.3,27030.7,1371.7,7.5
2009-01,Women+,7998.4,5859.3,2139.1,58.2,8555.2,62.3,13736.1,556.7,6.5
2009-02,Men+,8762.9,7685.1,1077.8,65.8,9662.2,72.6,13309.8,899.3,9.3
2009-02,Total - Gender,16782.4,13547.0,3235.3,62.0,18261.4,67.5,27061.0,1479.0,8.1
2009-02,Women+,8019.5,5862.0,2157.5,58.3,8599.2,62.5,13751.2,579.7,6.7
2009-03,Men+,8743.4,7653.9,1089.5,65.6,9670.2,72.6,13324.3,926.9,9.6
2009-03,Total - Gender,16756.4,13498.7,3257.6,61.9,18284.4,67.5,27090.1,1528.0,8.4
2009-03,Women+,8013.0,5844.9,2168.1,58.2,8614.2,62.6,13765.8,601.2,7.0
2009-04,Men+,8707.6,7630.2,1077.4,65.3,9644.7,72.3,13339.1,937.1,9.7
2009-04,Total - Gender,16730.8,13466.9,3263.9,61.7,18269.0,67.4,27120.6,1538.2,8.4
2009-04,Women+,8023.2,5836.7,2186.5,58.2,8624.2,62.6,13781.4,601.0,7.0
2009-05,Men+,8723.1,7623.5,1099.6,65.3,9682.1,72.5,13355.0,959.0,9.9
2009-05,Total - Gender,16740.7,13450.5,3290.2,61.7,18327.2,67.5,27152.3,1586.5,8.7
2009-05,Women+,8017.6,5827.1,2190.6,58.1,8645.2,62.7,13797.4,627.5,7.3
2009-06,Men+,8714.7,7633.3,1081.4,65.2,9685.7,72.4,13375.3,971.0,10.0
2009-06,Total - Gender,16712.7,13396.5,3316.1,61.5,18325.4,67.4,27193.6,1612.7,8.8
2009-06,Women+,7998.0,5763.3,2234.7,57.9,8639.7,62.5,13818.2,641.8,7.4
2009-07,Men+,8731.1,7664.5,1066.6,65.2,9693.9,72.4,13392.1,962.9,9.9
2009-07,Total - Gender,16702.8,13443.4,3259.5,61.3,18309.0,67.2,27226.9,1606.2,8.8
2009-07,Women+,7971.7,5778.9,2192.9,57.6,8615.0,62.3,13834.8,643.3,7.5
2009-08,Men+,8714.8,7635.1,1079.7,65.0,9676.8,72.2,13408.0,962.0,9.9
2009-08,Total - Gender,16702.7,13398.2,3304.6,61.3,18302.9,67.1,27259.5,1600.2,8.7
2009-08,Women+,7988.0,5763.1,2224.9,57.7,8626.1,62.3,13851.4,638.2,7.4
2009-09,Men+,8712.0,7641.3,1070.7,64.9,9658.0,71.9,13426.3,946.0,9.8
2009-09,Total - Gender,16743.8,13472.2,3271.6,61.3,18302.6,67.0,27297.2,1558.8,8.5
2009-09,Women+,8031.8,5830.9,2200.9,57.9,8644.6,62.3,13870.9,612.9,7.1
2009-10,Men+,8757.1,7688.3,1068.8,65.2,9694.9,72.1,13440.7,937.8,9.7
2009-10,Total - Gender,16753.3,13527.3,3225.9,61.3,18324.2,67.1,27326.6,1570.9,8.6
2009-10,Women+,7996.2,5839.0,2157.1,57.6,8629.3,62.1,13885.8,633.1,7.3
2009-11,Men+,8775.8,7686.5,1089.3,65.2,9709.7,72.2,13453.7,934.0,9.6
2009-11,Total - Gender,16824.7,13571.2,3253.5,61.5,18403.6,67.3,27353.1,1578.9,8.6
2009-11,Women+,8048.9,5884.7,2164.2,57.9,8693.8,62.5,13899.3,644.9,7.4
2009-12,Men+,8755.5,7665.9,1089.6,65.0,9698.1,72.0,13465.5,942.6,9.7
2009-12,Total - Gender,16797.4,13541.5,3255.9,61.4,18374.6,67.1,27377.1,1577.2,8.6
2009-12,Women+,8041.9,5875.6,2166.3,57.8,8676.6,62.4,13911.6,634.6,7.3
2010-01,Men+,8759.9,7702.1,1057.8,65.0,9663.2,71.7,13478.3,903.2,9.3
2010-01,Total - Gender,16825.0,13576.0,3248.9,61.4,18361.4,67.0,27403.5,1536.4,8.4
2010-01,Women+,8065.0,5873.9,2191.1,57.9,8698.2,62.5,13925.2,633.2,7.3
2010-02,Men+,8758.0,7698.8,1059.1,64.9,9661.7,71.6,13492.3,903.7,9.4
2010-02,Total - Gender,16818.0,13600.1,3217.9,61.3,18356.7,66.9,27432.0,1538.7,8.4
2010-02,Women+,8060.0,5901.3,2158.7,57.8,8695.0,62.4,13939.7,635.0,7.3
2010-03,Men+,8793.4,7733.7,1059.8,65.1,9692.8,71.8,13506.4,899.3,9.3
2010-03,Total - Gender,16861.7,13606.2,3255.5,61.4,18393.4,67.0,27460.8,1531.7,8.3
2010-03,Women+,8068.3,5872.5,2195.7,57.8,8700.6,62.4,13954.4,632.4,7.3
2010-04,Men+,8845.1,7752.3,1092.8,65.4,9717.7,71.9,13521.2,872.6,9.0
2010-04,Total - Gender,16928.5,13599.9,3328.6,61.6,18441.5,67.1,27491.0,1513.0,8.2
2010-04,Women+,8083.4,5847.6,2235.8,57.9,8723.8,62.4,13969.8,640.4,7.3
2010-05,Men+,8846.2,7771.6,1074.6,65.4,9731.6,71.9,13536.5,885.4,9.1
2010-05,Total - Gender,16946.8,13662.6,3284.2,61.6,18454.1,67.1,27522.5,1507.3,8.2
2010-05,Women+,8100.6,5891.0,2209.6,57.9,8722.5,62.4,13986.0,621.9,7.1
2010-06,Men+,8895.3,7804.0,1091.4,65.6,9748.6,71.9,13556.6,853.3,8.8
2010-06,Total - Gender,17024.6,13701.1,3323.5,61.8,18510.9,67.2,27563.6,1486.3,8.0
2010-06,Women+,8129.3,5897.1,2232.2,58.0,8762.3,62.6,14007.0,633.0,7.2
2010-07,Men+,8910.6,7749.2,1161.4,65.6,9785.3,72.1,13573.4,874.7,8.9
2010-07,Total - Gender,17036.5,13596.8,3439.7,61.7,18551.2,67.2,27597.8,1514.7,8.2
2010-07,Women+,8125.9,5847.6,2278.3,57.9,8765.9,62.5,14024.4,640.0,7.3
2010-08,Men+,8936.1,7795.3,1140.8,65.7,9805.6,72.1,13591.9,869.5,8.9
2010-08,Total - Gender,17062.1,13668.8,3393.3,61.7,18590.5,67.3,27635.9,1528.5,8.2
2010-08,Women+,8126.0,5873.5,2252.6,57.9,8785.0,62.6,14044.0,659.0,7.5
2010-09,Men+,8948.4,7824.3,1124.2,65.8,9799.9,72.0,13605.6,851.5,8.7
2010-09,Total - Gender,17058.4,13684.4,3374.1,61.7,18579.0,67.2,27664.2,1520.6,8.2
2010-09,Women+,8110.0,5860.1,2249.9,57.7,8779.0,62.4,14058.6,669.1,7.6
2010-10,Men+,8926.4,7817.6,1108.7,65.5,9752.3,71.6,13618.5,825.9,8.5
2010-10,Total - Gender,17044.3,13696.3,3348.0,61.6,18541.7,67.0,27690.7,1497.4,8.1
2010-10,Women+,8118.0,5878.7,2239.3,57.7,8789.5,62.5,14072.1,671.5,7.6
2010-11,Men+,8963.5,7865.1,1098.4,65.8,9785.3,71.8,13630.4,821.8,8.4
2010-11,Total - Gender,17089.4,13723.6,3365.9,61.7,18545.9,66.9,27714.9,1456.5,7.9
2010-11,Women+,8125.9,5858.4,2267.5,57.7,8760.6,62.2,14084.5,634.7,7.2
2010-12,Men+,8983.1,7863.5,1119.7,65.9,9802.7,71.9,13641.1,819.6,8.4
2010-12,Total - Gender,17117.4,13779.1,3338.2,61.7,18571.7,67.0,27737.1,1454.4,7.8
2010-12,Women+,8134.2,5915.7,2218.5,57.7,8769.0,62.2,14096.0,634.8,7.2
2011-01,Men+,9008.5,7871.5,1137.1,66.0,9823.6,72.0,13651.4,815.0,8.3
2011-01,Total - Gender,17187.2,13796.4,3390.8,61.9,18646.5,67.2,27758.7,1459.2,7.8
2011-01,Women+,8178.7,5925.0,2253.7,58.0,8822.9,62.5,14107.2,644.2,7.3
2011-02,Men+,8999.5,7864.0,1135.5,65.9,9818.1,71.9,13662.0,818.6,8.3
2011-02,Total - Gender,17174.8,13774.4,3400.4,61.8,18633.5,67.1,27781.2,1458.7,7.8
2011-02,Women+,8175.3,5910.4,2264.9,57.9,8815.4,62.4,14119.2,640.1,7.3
2011-03,Men+,9029.1,7907.3,1121.8,66.0,9853.8,72.1,13673.2,824.7,8.4
2011-03,Total - Gender,17173.7,13845.0,3328.7,61.8,18633.9,67.0,27804.5,1460.2,7.8
2011-03,Women+,8144.5,5937.7,2206.9,57.6,8780.1,62.1,14131.4,635.6,7.2
2011-04,Men+,9047.9,7908.7,1139.2,66.1,9859.2,72.0,13685.2,811.3,8.2
2011-04,Total - Gender,17222.1,13896.7,3325.4,61.9,18675.6,67.1,27829.6,1453.5,7.8
2011-04,Women+,8174.2,5988.0,2186.3,57.8,8816.4,62.3,14144.3,642.2,7.3
2011-05,Men+,9028.6,7880.4,1148.2,65.9,9835.3,71.8,13700.6,806.8,8.2
2011-05,Total - Gender,17187.4,13835.1,3352.4,61.7,18625.0,66.8,27861.0,1437.6,7.7
2011-05,Women+,8158.9,5954.7,2204.2,57.6,8789.7,62.1,14160.4,630.8,7.2
2011-06,Men+,9056.3,7907.6,1148.7,66.0,9861.1,71.9,13713.1,804.8,8.2
2011-06,Total - Gender,17218.8,13836.3,3382.5,61.7,18654.8,66.9,27885.9,1435.9,7.7
2011-06,Women+,8162.5,5928.7,2233.8,57.6,8793.7,62.0,14172.8,631.2,7.2
2011-07,Men+,9079.3,7939.2,1140.1,66.1,9854.9,71.8,13727.5,775.6,7.9
2011-07,Total - Gender,17256.4,13911.9,3344.4,61.8,18642.9,66.8,27913.7,1386.6,7.4
2011-07,Women+,8177.1,5972.8,2204.3,57.6,8788.0,61.9,14186.3,611.0,7.0
2011-08,Men+,9092.7,7973.2,1119.4,66.1,9856.4,71.7,13745.8,763.7,7.7
2011-08,Total - Gender,17269.4,13934.0,3335.4,61.8,18654.2,66.7,27948.7,1384.8,7.4
2011-08,Women+,8176.7,5960.8,2215.9,57.6,8797.8,61.9,14203.0,621.1,7.1
2011-09,Men+,9108.1,7981.5,1126.6,66.2,9876.0,71.8,13759.7,767.9,7.8
2011-09,Total - Gender,17272.0,13941.3,3330.7,61.7,18665.5,66.7,27975.4,1393.6,7.5
2011-09,Women+,8163.8,5959.8,2204.1,57.4,8789.5,61.8,14215.7,625.7,7.1
2011-10,Men+,9103.2,7976.6,1126.6,66.1,9871.4,71.7,13773.3,768.2,7.8
2011-10,Total - Gender,17258.0,13923.3,3334.7,61.6,18665.0,66.7,28000.7,1407.0,7.5
2011-10,Women+,8154.8,5946.7,2208.1,57.3,8793.7,61.8,14227.4,638.8,7.3
2011-11,Men+,9084.0,7975.8,1108.2,65.9,9861.0,71.5,13786.4,776.9,7.9
2011-11,Total - Gender,17241.4,13912.5,3328.8,61.5,18669.1,66.6,28025.4,1427.7,7.6
2011-11,Women+,8157.4,5936.7,2220.7,57.3,8808.1,61.9,14238.9,650.8,7.4
2011-12,Men+,9072.7,7980.8,1091.9,65.7,9865.4,71.5,13799.2,792.6,8.0
2011-12,Total - Gender,17258.2,13954.2,3304.0,61.5,18660.4,66.5,28049.2,1402.2,7.5
2011-12,Women+,8185.5,5973.5,2212.1,57.4,8795.0,61.7,14250.0,609.5,6.9
2012-01,Men+,9075.9,7972.0,1104.0,65.7,9873.6,71.5,13812.8,797.7,8.1
2012-01,Total - Gender,17270.1,13941.8,3328.3,61.5,18708.8,66.6,28074.2,1438.7,7.7
2012-01,Women+,8194.2,5969.8,2224.4,57.5,8835.2,62.0,14261.4,641.0,7.3
2012-02,Men+,9061.0,7955.9,1105.2,65.5,9846.2,71.2,13826.2,785.2,8.0
2012-02,Total - Gender,17245.0,13924.5,3320.6,61.4,18665.5,66.4,28098.9,1420.5,7.6
2012-02,Women+,8184.0,5968.6,2215.4,57.3,8819.2,61.8,14272.8,635.3,7.2
2012-03,Men+,9114.9,8020.7,1094.1,65.9,9876.6,71.4,13839.6,761.7,7.7
2012-03,Total - Gender,17338.6,14011.3,3327.4,61.7,18715.5,66.5,28124.0,1376.9,7.4
2012-03,Women+,8223.8,5990.6,2233.2,57.6,8839.0,61.9,14284.4,615.2,7.0
2012-04,Men+,9162.0,8049.4,1112.6,66.1,9929.2,71.7,13857.4,767.2,7.7
2012-04,Total - Gender,17416.2,14043.9,3372.3,61.9,18814.6,66.8,28157.4,1398.4,7.4
2012-04,Women+,8254.3,5994.6,2259.7,57.7,8885.4,62.1,14300.0,631.2,7.1
2012-05,Men+,9176.4,8052.8,1123.5,66.2,9961.2,71.8,13872.0,784.9,7.9
2012-05,Total - Gender,17412.2,14057.6,3354.6,61.8,18834.9,66.8,28185.1,1422.7,7.6
2012-05,Women+,8235.8,6004.7,2231.0,57.5,8873.7,62.0,14313.1,637.9,7.2
2012-06,Men+,9174.1,8061.2,1112.9,66.1,9942.7,71.6,13888.0,768.6,7.7
2012-06,Total - Gender,17414.7,14085.5,3329.2,61.7,18799.0,66.6,28215.5,1384.3,7.4
2012-06,Women+,8240.6,6024.3,2216.3,57.5,8856.3,61.8,14327.4,615.7,7.0
2012-07,Men+,9173.1,8064.7,1108.4,66.0,9946.2,71.5,13907.3,773.1,7.8
2012-07,Total - Gender,17439.8,14130.0,3309.8,61.7,18818.9,66.6,28252.5,1379.1,7.3
2012-07,Women+,8266.8,6065.3,2201.4,57.6,8872.7,61.9,14345.2,605.9,6.8
2012-08,Men+,9192.3,8093.1,1099.2,66.0,9976.3,71.7,13920.5,784.0,7.9
2012-08,Total - Gender,17486.0,14168.5,3317.5,61.8,18884.1,66.8,28277.5,1398.1,7.4
2012-08,Women+,8293.7,6075.4,2218.3,57.8,8907.9,62.0,14356.9,614.2,6.9
2012-09,Men+,9208.3,8094.1,1114.2,66.1,9991.5,71.7,13933.3,783.2,7.8
2012-09,Total - Gender,17534.5,14220.7,3313.8,62.0,18929.0,66.9,28301.6,1394.5,7.4
2012-09,Women+,8326.2,6126.6,2199.6,57.9,8937.4,62.2,14368.4,611.2,6.8
2012-10,Men+,9199.8,8092.1,1107.7,66.0,9990.7,71.6,13946.6,790.9,7.9
2012-10,Total - Gender,17543.2,14247.4,3295.9,61.9,18942.8,66.9,28327.0,1399.6,7.4
2012-10,Women+,8343.4,6155.2,2188.2,58.0,8952.1,62.3,14380.4,608.7,6.8
2012-11,Men+,9198.6,8095.6,1103.0,65.9,9981.6,71.5,13959.5,783.0,7.8
2012-11,Total - Gender,17563.8,14257.3,3306.5,62.0,18967.0,66.9,28351.5,1403.2,7.4
2012-11,Women+,8365.2,6161.7,2203.6,58.1,8985.4,62.4,14392.0,620.1,6.9
2012-12,Men+,9241.4,8135.9,1105.5,66.1,9997.4,71.6,13971.5,756.0,7.6
2012-12,Total - Gender,17609.5,14271.6,3338.0,62.1,18989.6,66.9,28373.9,1380.1,7.3
2012-12,Women+,8368.1,6135.7,2232.5,58.1,8992.2,62.4,14402.4,624.0,6.9
2013-01,Men+,9235.3,8113.2,1122.2,66.0,9982.6,71.4,13985.1,747.3,7.5
2013-01,Total - Gender,17600.7,14220.6,3380.0,62.0,18955.7,66.7,28398.7,1355.0,7.1
2013-01,Women+,8365.3,6107.5,2257.9,58.0,8973.1,62.3,14413.6,607.8,6.8
2013-02,Men+,9292.1,8154.2,1137.9,66.4,10014.4,71.6,13994.4,722.3,7.2
2013-02,Total - Gender,17676.1,14276.9,3399.2,62.2,19019.7,66.9,28415.9,1343.5,7.1
2013-02,Women+,8384.0,6122.7,2261.3,58.1,9005.3,62.4,14421.5,621.3,6.9
2013-03,Men+,9252.3,8118.8,1133.4,66.1,9999.4,71.4,14007.3,747.1,7.5
2013-03,Total - Gender,17610.4,14229.6,3380.8,61.9,18991.6,66.8,28440.3,1381.2,7.3
2013-03,Women+,8358.1,6110.8,2247.3,57.9,8992.2,62.3,14433.0,634.1,7.1
2013-04,Men+,9272.9,8132.0,1140.9,66.1,10033.2,71.5,14024.8,760.3,7.6
2013-04,Total - Gender,17641.3,14280.0,3361.4,62.0,19011.2,66.8,28473.4,1369.9,7.2
2013-04,Women+,8368.4,6148.0,2220.5,57.9,8978.0,62.1,14448.6,609.6,6.8
2013-05,Men+,9311.2,8183.5,1127.7,66.3,10065.4,71.7,14039.5,754.3,7.5
2013-05,Total - Gender,17692.5,14333.3,3359.2,62.1,19036.0,66.8,28501.2,1343.5,7.1
2013-05,Women+,8381.3,6149.8,2231.5,58.0,8970.6,62.0,14461.8,589.3,6.6
2013-06,Men+,9294.6,8145.9,1148.7,66.1,10057.3,71.6,14054.7,762.7,7.6
2013-06,Total - Gender,17682.1,14270.2,3411.9,62.0,19044.9,66.8,28530.4,1362.9,7.2
2013-06,Women+,8387.5,6124.4,2263.1,57.9,8987.6,62.1,14475.6,600.2,6.7
2013-07,Men+,9280.0,8133.6,1146.4,65.9,10053.8,71.4,14072.5,773.8,7.7
2013-07,Total - Gender,17650.1,14271.8,3378.3,61.8,19044.4,66.7,28564.6,1394.3,7.3
2013-07,Women+,8370.1,6138.2,2231.9,57.8,8990.6,62.0,14492.1,620.5,6.9
2013-08,Men+,9276.8,8109.6,1167.2,65.9,10057.9,71.4,14084.9,781.1,7.8
2013-08,Total - Gender,17677.9,14263.9,3413.9,61.8,19060.2,66.7,28588.4,1382.3,7.3
2013-08,Women+,8401.0,6154.3,2246.7,57.9,9002.2,62.1,14503.5,601.2,6.7
2013-09,Men+,9285.6,8123.1,1162.5,65.9,10040.3,71.2,14099.7,754.7,7.5
2013-09,Total - Gender,17659.6,14264.0,3395.6,61.7,19018.2,66.5,28617.0,1358.6,7.1
2013-09,Women+,8374.0,6140.8,2233.1,57.7,8977.8,61.8,14517.3,603.9,6.7
2013-10,Men+,9290.5,8132.4,1158.0,65.8,10070.1,71.4,14111.8,779.6,7.7
2013-10,Total - Gender,17664.4,14281.8,3382.6,61.7,19048.0,66.5,28639.6,1383.6,7.3
2013-10,Women+,8374.0,6149.4,2224.6,57.6,8978.0,61.8,14527.8,604.0,6.7
2013-11,Men+,9305.9,8138.0,1167.9,65.9,10081.0,71.4,14122.7,775.1,7.7
